month,year,lineName,station,feePassenger,freePassenegr,totalPassenger
201712,2017,중앙선,도심,63557,19606,83163
201712,2017,중앙선,도농,218413,55878,274291
201712,2017,중앙선,덕소,150461,48330,198791
201712,2017,중앙선,회기,791185,127877,919062
201712,2017,중앙선,구리,343641,80023,423664
201712,2017,장항선,배방,25802,7469,33271
201712,2017,장항선,아산,84828,10340,95168
201712,2017,장항선,봉명,27618,12834,40452
201712,2017,장항선,온양온천,98217,70677,168894
201712,2017,장항선,신창(순천향대),46864,7737,54601
201712,2017,장항선,쌍용(나사렛대),63789,16702,80491
201712,2017,일산선,백석,305674,78299,383973
201712,2017,일산선,삼송,442251,85338,527589
201712,2017,일산선,원당,292783,83119,375902
201712,2017,일산선,원흥,202496,40525,243021
201712,2017,일산선,정발산,232897,56291,289188
201712,2017,일산선,주엽,210806,92929,303735
201712,2017,일산선,대화,382745,88248,470993
201712,2017,일산선,마두,185601,73371,258972
201712,2017,일산선,화정,490937,127978,618915
201712,2017,일산선,대곡,38700,9368,48068
201712,2017,우이신설선,삼양사거리,36202,27199,63401
201712,2017,우이신설선,정릉,80073,36815,116888
201712,2017,우이신설선,신설동,31230,13263,44493
201712,2017,우이신설선,솔샘,120556,29065,149621
201712,2017,우이신설선,솔밭공원,43584,20938,64522
201712,2017,우이신설선,성신여대입구(돈암),87508,28240,115748
201712,2017,우이신설선,화계,53624,30903,84527
201712,2017,우이신설선,삼양,35018,20835,55853
201712,2017,우이신설선,북한산우이,49178,27924,77102
201712,2017,우이신설선,북한산보국문,128345,34710,163055
201712,2017,우이신설선,보문,29244,12731,41975
201712,2017,우이신설선,가오리,73049,35958,109007
201712,2017,우이신설선,4.19민주묘지,53242,23156,76398
201712,2017,안산선,신길온천,46680,8290,54970
201712,2017,안산선,초지,113167,16307,129474
201712,2017,안산선,중앙,480346,56837,537183
201712,2017,안산선,정왕,261697,25236,286933
201712,2017,안산선,오이도,258285,34897,293182
201712,2017,안산선,안산,482060,41768,523828
201712,2017,안산선,한대앞,250854,38994,289848
201712,2017,안산선,수리산,106555,31233,137788
201712,2017,안산선,상록수,564111,83787,647898
201712,2017,안산선,산본,463909,102086,565995
201712,2017,안산선,반월,119731,27517,147248
201712,2017,안산선,대야미,102342,24138,126480
201712,2017,안산선,고잔,247209,36062,283271
201712,2017,수인선,연수,139202,28128,167330
201712,2017,수인선,인하대,157906,21644,179550
201712,2017,수인선,인천논현,165821,32593,198414
201712,2017,수인선,인천,23178,9554,32732
201712,2017,수인선,월곶,71014,12644,83658
201712,2017,수인선,원인재,121249,26626,147875
201712,2017,수인선,호구포,95719,16746,112465
201712,2017,수인선,신포,46948,11598,58546
201712,2017,수인선,숭의,76736,23697,100433
201712,2017,수인선,송도,71163,19969,91132
201712,2017,수인선,소래포구,106438,37673,144111
201712,2017,수인선,달월,2452,1539,3991
201712,2017,수인선,남동인더스파크,56401,5007,61408
201712,2017,분당선,강남구청,221460,38797,260257
201712,2017,분당선,태평,365065,90055,455120
201712,2017,분당선,청명,117016,17010,134026
201712,2017,분당선,죽전,424641,80248,504889
201712,2017,분당선,정자,457794,82280,540074
201712,2017,분당선,이매,149162,38397,187559
201712,2017,분당선,오리,356818,91491,448309
201712,2017,분당선,영통,267506,28742,296248
201712,2017,분당선,야탑,752035,162987,915022
201712,2017,분당선,압구정로데오,438854,39389,478243
201712,2017,분당선,신갈,113064,30817,143881
201712,2017,분당선,수원시청,340123,36241,376364
201712,2017,분당선,수원,272246,27446,299692
201712,2017,분당선,수서,377376,61388,438764
201712,2017,분당선,수내,363298,82645,445943
201712,2017,분당선,선정릉,194496,36225,230721
201712,2017,분당선,선릉,221059,27900,248959
201712,2017,분당선,서현,764842,133071,897913
201712,2017,분당선,서울숲,192733,22158,214891
201712,2017,분당선,상갈,133651,31205,164856
201712,2017,분당선,복정,3,0,3
201712,2017,분당선,보정,61787,25000,86787
201712,2017,분당선,미금,491849,123136,614985
201712,2017,분당선,모란,561003,150941,711944
201712,2017,분당선,매탄권선,128495,14769,143264
201712,2017,분당선,매교,72600,18267,90867
201712,2017,분당선,망포,390355,31937,422292
201712,2017,분당선,도곡,174205,42580,216785
201712,2017,분당선,대모산입구,68868,28390,97258
201712,2017,분당선,기흥,221358,32790,254148
201712,2017,분당선,구성,116527,39301,155828
201712,2017,분당선,구룡,48556,19733,68289
201712,2017,분당선,개포동,78412,20859,99271
201712,2017,분당선,한티,381203,67472,448675
201712,2017,분당선,가천대,270190,26372,296562
201712,2017,과천선,범계,841597,108840,950437
201712,2017,과천선,대공원,84351,28318,112669
201712,2017,과천선,선바위,247957,31944,279901
201712,2017,과천선,경마공원,165834,63506,229340
201712,2017,과천선,정부과천청사,323783,61981,385764
201712,2017,과천선,평촌,461403,63917,525320
201712,2017,과천선,인덕원,715035,104356,819391
201712,2017,과천선,과천,114745,31928,146673
201712,2017,공항철도 1호선,청라국제도시,157181,9154,166335
201712,2017,공항철도 1호선,서울역,334488,30633,365121
201712,2017,공항철도 1호선,인천공항1터미널,527320,41314,568634
201712,2017,공항철도 1호선,디지털미디어시티,343694,22979,366673
201712,2017,공항철도 1호선,영종,47432,11768,59200
201712,2017,공항철도 1호선,공항화물청사,65625,7039,72664
201712,2017,공항철도 1호선,공덕,51269,6561,57830
201712,2017,공항철도 1호선,계양,303657,29673,333330
201712,2017,공항철도 1호선,검암,248189,22385,270574
201712,2017,공항철도 1호선,김포공항,300381,17876,318257
201712,2017,공항철도 1호선,홍대입구,277158,16833,293991
201712,2017,공항철도 1호선,운서,163018,21729,184747
201712,2017,경춘선,굴봉산,3824,1517,5341
201712,2017,경춘선,금곡,31067,15302,46369
201712,2017,경춘선,김유정,9378,3353,12731
201712,2017,경춘선,남춘천,72688,22072,94760
201712,2017,경춘선,대성리,13520,4321,17841
201712,2017,경춘선,마석,82872,29155,112027
201712,2017,경춘선,백양리,9257,1143,10400
201712,2017,경춘선,별내,58583,17127,75710
201712,2017,경춘선,상천,5452,3893,9345
201712,2017,경춘선,사릉,89676,17999,107675
201712,2017,경춘선,신내,15031,6274,21305
201712,2017,경춘선,천마산,30333,14867,45200
201712,2017,경춘선,청평,51703,13326,65029
201712,2017,경춘선,춘천,43922,15246,59168
201712,2017,경춘선,퇴계원,82461,23096,105557
201712,2017,경춘선,평내호평,145531,40602,186133
201712,2017,경춘선,가평,52599,10918,63517
201712,2017,경춘선,갈매,53411,14115,67526
201712,2017,경춘선,강촌,13406,3541,16947
201712,2017,경인선,오류동,275064,91050,366114
201712,2017,경인선,도원,88133,33213,121346
201712,2017,경인선,부천,1084198,210826,1295024
201712,2017,경인선,중동,244246,65484,309730
201712,2017,경인선,주안,678153,100874,779027
201712,2017,경인선,제물포,289256,60066,349322
201712,2017,경인선,도화,87724,35954,123678
201712,2017,경인선,동암,496831,103583,600414
201712,2017,경인선,인천,94041,30806,124847
201712,2017,경인선,동인천,443604,122859,566463
201712,2017,경인선,백운,216995,65626,282621
201712,2017,경인선,송내,881745,115462,997207
201712,2017,경인선,부평,1052803,145926,1198729
201712,2017,경인선,역곡,820626,147583,968209
201712,2017,경인선,구일,277413,34994,312407
201712,2017,경인선,개봉,600465,157675,758140
201712,2017,경인선,부개,246525,63271,309796
201712,2017,경인선,간석,162993,44519,207512
201712,2017,경인선,소사,327793,85189,412982
201712,2017,경인선,온수(성공회대입구),177488,43582,221070
201712,2017,경의선,서울역,70869,8797,79666
201712,2017,경의선,서강대,57663,8962,66625
201712,2017,경의선,백마,177066,30312,207378
201712,2017,경의선,문산,151844,42934,194778
201712,2017,경의선,디지털미디어시티,58039,11640,69679
201712,2017,경의선,능곡,87220,29179,116399
201712,2017,경의선,김포공항,8,0,8
201712,2017,경의선,금촌,189624,43105,232729
201712,2017,경의선,금릉,126508,23732,150240
201712,2017,경의선,공덕,2,0,2
201712,2017,경의선,공덕,79441,11057,90498
201712,2017,경의선,곡산,12190,4271,16461
201712,2017,경의선,계양,5,0,5
201712,2017,경의선,검암,7,0,7
201712,2017,경의선,강매,64576,16307,80883
201712,2017,경의선,가좌,109144,44335,153479
201712,2017,경의선,효창공원앞,62512,11949,74461
201712,2017,경의선,화전,71950,8010,79960
201712,2017,경의선,홍대입구,1,0,1
201712,2017,경의선,홍대입구,50026,4910,54936
201712,2017,경의선,행신,210256,36041,246297
201712,2017,경의선,풍산,122794,28229,151023
201712,2017,경의선,파주,46395,9156,55551
201712,2017,경의선,탄현,201768,34870,236638
201712,2017,경의선,일산,237431,55152,292583
201712,2017,경의선,월롱,76614,7320,83934
201712,2017,경의선,운정,134082,29601,163683
201712,2017,경의선,야당,106681,23574,130255
201712,2017,경의선,신촌,20407,3130,23537
201712,2017,경의선,수색,53043,19489,72532
201712,2017,경의선,서울역,6,0,6
201712,2017,경원선,소요산,56085,55228,111313
201712,2017,경원선,보산,46141,13565,59706
201712,2017,경원선,방학,210877,104080,314957
201712,2017,경원선,망월사,203207,68659,271866
201712,2017,경원선,동두천중앙,81142,38334,119476
201712,2017,경원선,동두천,49477,17678,67155
201712,2017,경원선,도봉산,167408,82363,249771
201712,2017,경원선,도봉,133534,68814,202348
201712,2017,경원선,덕정,178762,33026,211788
201712,2017,경원선,덕계,49101,15138,64239
201712,2017,경원선,녹천,117877,38965,156842
201712,2017,경원선,녹양,120694,33014,153708
201712,2017,경원선,광운대,242931,54240,297171
201712,2017,경원선,가능,167330,58272,225602
201712,2017,4호선,미아사거리,794353,182909,977262
201712,2017,4호선,미아(서울사이버대학),442216,118843,561059
201712,2017,4호선,명동,1247930,81104,1329034
201712,2017,4호선,동작(현충원),49740,17509,67249
201712,2017,4호선,동대문역사문화공원,673342,67372,740714
201712,2017,4호선,동대문,635770,151761,787531
201712,2017,4호선,당고개,313919,89717,403636
201712,2017,4호선,노원,631324,94328,725652
201712,2017,4호선,회현(남대문시장),735095,199174,934269
201712,2017,4호선,길음,621689,127345,749034
201712,2017,3호선,경복궁(정부서울청사),689616,89694,779310
201712,2017,3호선,학여울,95968,15259,111227
201712,2017,3호선,충무로,64,0,64
201712,2017,3호선,지축,27809,9598,37407
201712,2017,3호선,종로3가,227847,55718,283565
201712,2017,3호선,잠원,157410,36167,193577
201712,2017,3호선,일원,218209,56506,274715
201712,2017,3호선,을지로3가,250925,61783,312708
201712,2017,3호선,옥수,252128,58070,310198
201712,2017,3호선,오금,185593,28790,214383
201712,2017,3호선,연신내,1068472,265314,1333786
201712,2017,3호선,양재(서초구청),1090835,172888,1263723
201712,2017,3호선,약수,355874,84853,440727
201712,2017,3호선,압구정,936257,151670,1087927
201712,2017,3호선,안국,670521,127074,797595
201712,2017,3호선,신사,926242,76617,1002859
201712,2017,3호선,수서,462837,98976,561813
201712,2017,3호선,불광,452917,150205,603122
201712,2017,3호선,무악재,97776,32393,130169
201712,2017,3호선,매봉,281215,57143,338358
201712,2017,3호선,동대입구,325530,39433,364963
201712,2017,3호선,독립문,181206,68952,250158
201712,2017,3호선,도곡,177297,32555,209852
201712,2017,3호선,대치,306458,64187,370645
201712,2017,3호선,대청,260797,52640,313437
201712,2017,경원선,회룡,257154,133508,390662
201712,2017,경원선,한남,100598,33044,133642
201712,2017,경원선,청량리(서울시립대입구),354429,139439,493868
201712,2017,경원선,창동,4,0,4
201712,2017,경원선,지행,189294,43108,232402
201712,2017,경원선,이촌(국립중앙박물관),110990,29456,140446
201712,2017,경원선,의정부,574366,119557,693923
201712,2017,경원선,응봉,41025,17440,58465
201712,2017,경원선,월계,135513,53246,188759
201712,2017,경원선,외대앞,324966,56014,380980
201712,2017,경원선,왕십리(성동구청),479073,63274,542347
201712,2017,경원선,옥수,1679,113,1792
201712,2017,경원선,양주,229676,51612,281288
201712,2017,경원선,신이문,234773,65033,299806
201712,2017,경원선,서빙고,48845,15910,64755
201712,2017,경원선,석계,258216,63722,321938
201712,2017,경부선,화서,216835,40944,257779
201712,2017,경부선,평택,384098,68034,452132
201712,2017,경부선,천안,192836,58787,251623
201712,2017,경부선,진위,44746,10919,55665
201712,2017,경부선,직산,23132,7037,30169
201712,2017,경부선,지제,55385,6904,62289
201712,2017,경부선,의왕,232964,38977,271941
201712,2017,경부선,용산,1231584,135319,1366903
201712,2017,경부선,오산대,82301,14760,97061
201712,2017,경부선,오산,292308,42805,335113
201712,2017,경부선,영등포,1344482,293947,1638429
201712,2017,경부선,안양,741856,115248,857104
201712,2017,경부선,신도림,93606,20611,114217
201712,2017,경부선,신길,266212,46787,312999
201712,2017,경부선,수원,1292353,147253,1439606
201712,2017,경부선,송탄,135554,24790,160344
201712,2017,경부선,세마,69917,14910,84827
201712,2017,경부선,세류,108762,18560,127322
201712,2017,경부선,성환,120018,21303,141321
201712,2017,경부선,성균관대,444693,53923,498616
201712,2017,경부선,석수,305615,46594,352209
201712,2017,경부선,서정리,138563,26164,164727
201712,2017,경부선,서울역,192995,12620,205615
201712,2017,경부선,서동탄,41135,8805,49940
201712,2017,경부선,병점,436707,57862,494569
201712,2017,경부선,명학,261971,42717,304688
201712,2017,경부선,두정,169908,22732,192640
201712,2017,경부선,독산,433736,65740,499476
201712,2017,경부선,대방,395700,74097,469797
201712,2017,경부선,당정,199444,28132,227576
201712,2017,경부선,노량진,413497,55201,468698
201712,2017,경부선,남영,305894,38978,344872
201712,2017,경부선,금천구청,279760,74759,354519
201712,2017,경부선,금정,746821,106829,853650
201712,2017,경부선,군포,195054,35766,230820
201712,2017,경부선,구로,569690,96485,666175
201712,2017,경부선,광명,58479,4479,62958
201712,2017,경부선,관악,208481,53415,261896
201712,2017,경부선,가산디지털단지,412525,28764,441289
201712,2017,경강선,신둔도예촌,29244,5213,34457
201712,2017,경강선,초월,61136,9520,70656
201712,2017,경강선,이천,68303,11459,79762
201712,2017,경강선,이매,38557,8596,47153
201712,2017,경강선,여주,52918,12788,65706
201712,2017,경강선,판교,89322,10473,99795
201712,2017,경강선,세종대왕릉,5655,2438,8093
201712,2017,경강선,삼동,48575,7469,56044
201712,2017,경강선,부발,49531,5844,55375
201712,2017,경강선,곤지암,57589,10620,68209
201712,2017,경강선,경기광주,165716,21874,187590
201712,2017,9호선2단계,봉은사,423513,38488,462001
201712,2017,9호선2단계,선정릉,181720,20365,202085
201712,2017,9호선2단계,삼성중앙,127234,20863,148097
201712,2017,9호선2단계,종합운동장,176587,15680,192267
201712,2017,9호선2단계,언주,235346,25619,260965
201712,2017,9호선,신방화,208605,44070,252675
201712,2017,9호선,신반포,84817,23639,108456
201712,2017,9호선,신목동,104858,18121,122979
201712,2017,9호선,신논현,863581,53344,916925
201712,2017,9호선,선유도,173536,25184,198720
201712,2017,9호선,샛강,130972,25806,156778
201712,2017,9호선,사평,71734,13767,85501
201712,2017,9호선,양천향교,206949,37899,244848
201712,2017,9호선,여의도,536840,44082,580922
201712,2017,9호선,염창,429733,60890,490623
201712,2017,9호선,증미,171338,39877,211215
201712,2017,9호선,개화,167249,33952,201201
201712,2017,9호선,마곡나루,186777,13104,199881
201712,2017,9호선,등촌,238920,77132,316052
201712,2017,9호선,동작(현충원),42376,11289,53665
201712,2017,9호선,당산,484976,64864,549840
201712,2017,9호선,노량진,791507,91000,882507
201712,2017,9호선,노들,113866,29604,143470
201712,2017,9호선,김포공항,287988,20084,308072
201712,2017,9호선,국회의사당,421859,56304,478163
201712,2017,9호선,구반포,75592,24282,99874
201712,2017,9호선,공항시장,68150,21089,89239
201712,2017,9호선,고속터미널,365650,50866,416516
201712,2017,9호선,흑석(중앙대입구),253867,50361,304228
201712,2017,9호선,가양,514690,121434,636124
201712,2017,8호선,강동구청,275294,62438,337732
201712,2017,8호선,장지,511375,69534,580909
201712,2017,8호선,잠실(송파구청),421646,68515,490161
201712,2017,8호선,암사,482060,93180,575240
201712,2017,8호선,신흥,106962,42745,149707
201712,2017,8호선,수진,124788,45717,170505
201712,2017,8호선,송파,137345,35474,172819
201712,2017,8호선,석촌,219614,58701,278315
201712,2017,8호선,산성,143389,32810,176199
201712,2017,8호선,복정,311106,47095,358201
201712,2017,8호선,문정,397073,45928,443001
201712,2017,8호선,몽촌토성(평화의문),173806,42406,216212
201712,2017,8호선,모란,98076,49625,147701
201712,2017,8호선,단대오거리,287308,65720,353028
201712,2017,8호선,남한산성입구(성남법원.검찰청),370189,71981,442170
201712,2017,8호선,천호(풍납토성),502647,93744,596391
201712,2017,8호선,가락시장,180485,54763,235248
201712,2017,7호선,강남구청,398992,47819,446811
201712,2017,7호선,하계,539336,106578,645914
201712,2017,7호선,태릉입구,236704,39153,275857
201712,2017,7호선,춘의,239328,27878,267206
201712,2017,7호선,청담,532905,75606,608511
201712,2017,7호선,철산,663426,100324,763750
201712,2017,7호선,천왕,222559,45125,267684
201712,2017,7호선,중화,288952,59818,348770
201712,2017,7호선,중곡,260631,60261,320892
201712,2017,7호선,중계,392379,90251,482630
201712,2017,7호선,장암,63066,6635,69701
201712,2017,7호선,장승배기,270396,77498,347894
201712,2017,7호선,이수,455165,80405,535570
201712,2017,7호선,용마산,163859,34359,198218
201712,2017,7호선,온수(성공회대입구),287455,33824,321279
201712,2017,7호선,어린이대공원(세종대),426176,41686,467862
201712,2017,7호선,신풍,294065,69480,363545
201712,2017,7호선,신중동,398597,48657,447254
201712,2017,7호선,신대방삼거리,415116,90837,505953
201712,2017,7호선,숭실대입구(살피재),403233,59330,462563
201712,2017,7호선,수락산,349606,85585,435191
201712,2017,7호선,상봉(시외버스터미널),473854,74447,548301
201712,2017,7호선,상동,411682,49261,460943
201712,2017,7호선,상도,296869,58969,355838
201712,2017,7호선,삼산체육관,145127,24286,169413
201712,2017,7호선,사가정,401216,92259,493475
201712,2017,7호선,부평구청,333846,30442,364288
201712,2017,7호선,부천종합운동장,140861,16218,157079
201712,2017,7호선,부천시청,349827,47472,397299
201712,2017,7호선,보라매,236219,41493,277712
201712,2017,7호선,반포,168512,32436,200948
201712,2017,7호선,면목,409249,84796,494045
201712,2017,7호선,먹골,277962,61037,338999
201712,2017,7호선,마들,298327,75002,373329
201712,2017,7호선,뚝섬유원지,192449,37563,230012
201712,2017,7호선,도봉산,240272,35725,275997
201712,2017,7호선,대림(구로구청),302911,36843,339754
201712,2017,7호선,논현,535484,53222,588706
201712,2017,7호선,노원,547855,114610,662465
201712,2017,7호선,내방,372929,63767,436696
201712,2017,7호선,남성,294361,69705,364066
201712,2017,7호선,남구로,434213,59102,493315
201712,2017,7호선,까치울,189464,23346,212810
201712,2017,7호선,굴포천,258437,34342,292779
201712,2017,7호선,군자(능동),370472,75481,445953
201712,2017,7호선,광명사거리,687921,147064,834985
201712,2017,7호선,공릉(서울과학기술대),333121,68247,401368
201712,2017,7호선,고속터미널,589982,81180,671162
201712,2017,7호선,건대입구,473104,56172,529276
201712,2017,7호선,학동,584658,62030,646688
201712,2017,7호선,가산디지털단지,1102596,78441,1181037
201712,2017,6호선,공덕,491307,74782,566089
201712,2017,6호선,화랑대(서울여대입구),360079,45903,405982
201712,2017,6호선,합정,449084,41461,490545
201712,2017,6호선,한강진,218789,15028,233817
201712,2017,6호선,태릉입구,138804,26982,165786
201712,2017,6호선,청구,95744,18765,114509
201712,2017,3호선,녹번,341363,65309,406672
201712,2017,3호선,남부터미널(예술의전당),988902,136080,1124982
201712,2017,3호선,금호,217032,56277,273309
201712,2017,3호선,구파발,529281,99394,628675
201712,2017,3호선,교대(법원.검찰청),362222,68542,430764
201712,2017,3호선,고속터미널,1843154,200178,2043332
201712,2017,3호선,경찰병원,193848,41374,235222
201712,2017,3호선,홍제,468106,148172,616278
201712,2017,3호선,가락시장,252467,75743,328210
201712,2017,2호선,강변(동서울터미널),1372688,144863,1517551
201712,2017,2호선,합정,972694,74961,1047655
201712,2017,2호선,한양대,356065,15723,371788
201712,2017,2호선,충정로(경기대입구),297393,52488,349881
201712,2017,2호선,종합운동장,352360,50208,402568
201712,2017,2호선,잠실새내,727468,120415,847883
201712,2017,2호선,잠실나루,456200,87974,544174
201712,2017,2호선,잠실(송파구청),2782605,236199,3018804
201712,2017,2호선,이대,576751,68591,645342
201712,2017,2호선,을지로입구,1499355,122345,1621700
201712,2017,2호선,을지로4가,291664,92741,384405
201712,2017,2호선,을지로3가,550014,90958,640972
201712,2017,2호선,용두(동대문구청),48936,23011,71947
201712,2017,2호선,용답,66554,16600,83154
201712,2017,2호선,왕십리(성동구청),574752,61683,636435
201712,2017,2호선,영등포구청,563733,106628,670361
201712,2017,2호선,역삼,1265021,159264,1424285
201712,2017,2호선,양천구청,168158,44232,212390
201712,2017,2호선,아현,261803,63777,325580
201712,2017,2호선,신촌,1434233,145217,1579450
201712,2017,2호선,신정네거리,236588,64701,301289
201712,2017,2호선,신설동,101161,37843,139004
201712,2017,2호선,신림,1966259,246453,2212712
201712,2017,2호선,신도림,1724813,208102,1932915
201712,2017,2호선,신대방,748679,127471,876150
201712,2017,2호선,신당,369756,104942,474698
201712,2017,2호선,신답,32880,10018,42898
201712,2017,2호선,시청,718081,61064,779145
201712,2017,2호선,성수,708808,101374,810182
201712,2017,2호선,선릉,1469709,214663,1684372
201712,2017,2호선,서초,630522,90510,721032
201712,2017,2호선,서울대입구(관악구청),1428443,203862,1632305
201712,2017,2호선,상왕십리,362922,67680,430602
201712,2017,2호선,삼성(무역센터),1844750,130990,1975740
201712,2017,2호선,사당,1140749,216670,1357419
201712,2017,2호선,봉천,576204,145967,722171
201712,2017,2호선,방배,547673,83849,631522
201712,2017,2호선,문래,499906,82401,582307
201712,2017,2호선,뚝섬,436308,62507,498815
201712,2017,2호선,동대문역사문화공원,517722,61880,579602
201712,2017,2호선,도림천,28201,6356,34557
201712,2017,2호선,대림(구로구청),802375,114807,917182
201712,2017,2호선,당산,584661,67224,651885
201712,2017,2호선,낙성대,826102,114714,940816
201712,2017,2호선,구의(광진구청),632152,107291,739443
201712,2017,2호선,구로디지털단지,1779700,171539,1951239
201712,2017,2호선,교대(법원.검찰청),940969,176469,1117438
201712,2017,2호선,건대입구,1311016,98292,1409308
201712,2017,2호선,홍대입구,2453067,117894,2570961
201712,2017,2호선,강남,2999217,175196,3174413
201712,2017,1호선,신설동,381805,121716,503521
201712,2017,1호선,종로5가,568364,266374,834738
201712,2017,1호선,종로3가,741139,381909,1123048
201712,2017,1호선,종각,1341757,166079,1507836
201712,2017,1호선,제기동,296747,321443,618190
201712,2017,1호선,청량리(서울시립대입구),526470,321642,848112
201712,2017,1호선,시청,705560,97384,802944
201712,2017,1호선,서울역,1485919,211349,1697268
201712,2017,1호선,동묘앞,174868,134444,309312
201712,2017,1호선,동대문,355005,137250,492255
201712,2017,6호선,창신,94527,17918,112445
201712,2017,6호선,증산(명지대앞),263162,68922,332084
201712,2017,6호선,이태원,561871,36214,598085
201712,2017,6호선,응암,446903,110006,556909
201712,2017,6호선,월드컵경기장(성산),128983,45417,174400
201712,2017,6호선,월곡(동덕여대),331379,75835,407214
201712,2017,6호선,연신내,23,0,23
201712,2017,6호선,역촌,86030,34225,120255
201712,2017,6호선,약수,90866,23423,114289
201712,2017,6호선,안암(고대병원앞),383025,33089,416114
201712,2017,6호선,신당,247338,40597,287935
201712,2017,6호선,석계,339034,75681,414715
201712,2017,6호선,새절(신사),342537,84981,427518
201712,2017,6호선,상월곡(한국과학기술연구원),158911,39648,198559
201712,2017,6호선,상수,335477,24172,359649
201712,2017,6호선,삼각지,235806,21493,257299
201712,2017,6호선,불광,138201,42138,180339
201712,2017,6호선,봉화산(서울의료원),241043,51172,292215
201712,2017,6호선,보문,206971,33630,240601
201712,2017,6호선,버티고개,62347,14695,77042
201712,2017,6호선,망원,341632,81991,423623
201712,2017,6호선,마포구청,340671,79232,419903
201712,2017,6호선,디지털미디어시티,368472,55724,424196
201712,2017,6호선,동묘앞,222499,66147,288646
201712,2017,6호선,돌곶이,219477,61526,281003
201712,2017,6호선,독바위,69033,20064,89097
201712,2017,6호선,녹사평(용산구청),200302,20058,220360
201712,2017,6호선,구산,197901,55034,252935
201712,2017,6호선,광흥창(서강),237358,58011,295369
201712,2017,6호선,효창공원앞,183248,39996,223244
201712,2017,6호선,고려대(종암),265982,34787,300769
201712,2017,5호선,개롱,168251,43474,211725
201712,2017,5호선,행당,216307,47818,264125
201712,2017,5호선,충정로(경기대입구),123450,20621,144071
201712,2017,5호선,청구,100922,26491,127413
201712,2017,5호선,천호(풍납토성),518924,146872,665796
201712,2017,5호선,종로3가,359159,128828,487987
201712,2017,5호선,장한평,486204,96097,582301
201712,2017,5호선,을지로4가,110247,41893,152140
201712,2017,5호선,우장산,403424,81252,484676
201712,2017,5호선,왕십리(성동구청),136844,25753,162597
201712,2017,5호선,올림픽공원(한국체대),179862,33547,213409
201712,2017,5호선,오목교(목동운동장앞),712613,87792,800405
201712,2017,5호선,오금,94065,17558,111623
201712,2017,5호선,영등포시장,210292,77402,287694
201712,2017,5호선,영등포구청,86694,19258,105952
201712,2017,5호선,여의도,658332,55268,713600
201712,2017,5호선,여의나루,244107,26997,271104
201712,2017,5호선,양평,162555,27699,190254
201712,2017,5호선,애오개,185549,39655,225204
201712,2017,5호선,아차산(어린이대공원후문),381341,92671,474012
201712,2017,5호선,신정(은행정),390784,59769,450553
201712,2017,5호선,신길,85657,12700,98357
201712,2017,5호선,신금호,152544,36378,188922
201712,2017,5호선,송정,229525,59938,289463
201712,2017,5호선,서대문,468363,70908,539271
201712,2017,5호선,상일동,303925,61277,365202
201712,2017,5호선,방화,186305,47484,233789
201712,2017,5호선,방이,186781,44651,231432
201712,2017,5호선,발산,421792,69882,491674
201712,2017,5호선,목동,481704,84942,566646
201712,2017,5호선,명일,197558,61377,258935
201712,2017,5호선,마포,370885,66970,437855
201712,2017,5호선,마천,111596,45379,156975
201712,2017,5호선,마장,154820,42383,197203
201712,2017,5호선,마곡,210714,26534,237248
201712,2017,5호선,둔촌동,252253,66461,318714
201712,2017,5호선,동대문역사문화공원,77456,10114,87570
201712,2017,5호선,답십리,429929,84808,514737
201712,2017,5호선,까치산,781816,152948,934764
201712,2017,5호선,김포공항,231422,29283,260705
201712,2017,5호선,길동,180762,60142,240904
201712,2017,5호선,굽은다리(강동구민회관앞),245950,65132,311082
201712,2017,5호선,군자(능동),308709,39948,348657
201712,2017,5호선,광화문(세종문화회관),1131753,89116,1220869
201712,2017,5호선,광나루(장신대),389195,64124,453319
201712,2017,5호선,공덕,369674,47742,417416
201712,2017,5호선,고덕,241111,62711,303822
201712,2017,5호선,거여,163316,51092,214408
201712,2017,5호선,개화산,147266,35225,182491
201712,2017,5호선,화곡,785882,141320,927202
201712,2017,5호선,강동,524621,101865,626486
201712,2017,4호선,남태령,95450,10603,106053
201712,2017,4호선,혜화,1366524,137539,1504063
201712,2017,4호선,한성대입구(삼선교),447697,80164,527861
201712,2017,4호선,충무로,869538,132595,1002133
201712,2017,4호선,총신대입구(이수),542639,144416,687055
201712,2017,4호선,창동,727979,187938,915917
201712,2017,4호선,이촌(국립중앙박물관),263025,46041,309066
201712,2017,4호선,쌍문,887117,166676,1053793
201712,2017,4호선,신용산,412955,50250,463205
201712,2017,4호선,숙대입구(갈월),471032,58807,529839
201712,2017,4호선,수유(강북구청),1024375,216877,1241252
201712,2017,4호선,성신여대입구(돈암),706882,95631,802513
201712,2017,4호선,서울역,360762,41360,402122
201712,2017,4호선,상계,556687,115349,672036
201712,2017,4호선,삼각지,129073,30469,159542
201712,2017,4호선,사당,817216,97018,914234
201711,2017,1호선,시청,712362,106545,818907
201711,2017,1호선,청량리(서울시립대입구),517875,321855,839730
201711,2017,1호선,신설동,384509,124640,509149
201711,2017,1호선,종각,1273073,160643,1433716
201711,2017,1호선,종로3가,717573,366199,1083772
201711,2017,1호선,종로5가,563382,269463,832845
201711,2017,1호선,제기동,301720,335549,637269
201711,2017,2호선,강남,2844199,173069,3017268
201711,2017,2호선,홍대입구,2208087,117738,2325825
